Filename,Individuals & Businesses
HB0130.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0139S02.fn.pdf,"UCA 36-12-13(2)(c)
About 157,500 individuals could pay a $3 fee each year beginning in FY 2023 for a total of $465,400."
SB0085.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown. Additionally, to the extent that individuals seek
relief through expungement as a result of this legislation, those individuals would pay a $150 filing fee."
SB0232.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that the Military Installation Development Authority applies different property tax rates to
different tax areas and issues bonds, individuals and businesses in MIDA property could see changed
property tax liability."
SB0062S04.fn.pdf,"UCA 36-12-13(2)(c)
Qualifying taxpayers who do not have sufficient tax liability to utilize the full amount of the tax credit
in the tax year the donation is made may realize tax savings sooner by being allowed to carry back
the amount of the tax credit that exceeds the claimant's tax liability to the previous taxable year.
Additionally, if a taxpayer is unable to utilize the full amount of the tax credit during the existing three-
year carry-forward period, the inclusion of a one-year carry-back may result in additional tax savings
for the taxpayer.
S.B. 62 4th Sub. (Pumpkin)
2022/02/25 17:32, Lead Analyst: Maddy Oritt Attorney: AVA"
SB0185.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may result in households in aggregate with 700 newly-eligible children
paying a statewide total of $185,000 annually for premiums to receive health insurance coverage via
the Children's Health Insurance Program."
HB0053.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could result in an average annual tax savings of approximately $210 for an
estimated 71,257 individuals in tax year 2022."
SB0180S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 500 certified message practitioners
applicants per year paying a $60 fee, to have their certification application reviewed, for a total cost of
$30,000 starting FY 2023. Enactment of this legislation could also result in an estimated 69 apprentice
applicants per year paying a $35 fee to have their applications reviewed, for a total cost of $2,400
starting FY 2023. Enactment of this legislation could result in 500 applicants paying $20 each to re-
designate their supervisor, for a total cost of $10,000. Enactment of this legislation could also result
in ten citations at $500 each per year, totaling $5,000. Enactment of this bill could also result in 500
applicants and 69 apprentices paying $15 to BCI and $13 to FBI for background checks, totaling
$16,000 beginning in FY 2023."
HB0179S01.fn.pdf,"UCA 36-12-13(2)(c)
Approximately 60 individuals who meet new criteria to petition for expungement of their juvenile court
records could pay a court petition fee of $150 each, amounting to $9,000 per year."
HB0386S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0116.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated one firm paying a fine of approximately $300."
HB0335S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0462S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase funding for certain businesses or entities due to receiving
funding for certain uses; the aggregate impact is unknown."
HB0098S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $3,600 in fines and surcharge fees beginning
in FY 2023."
SB0061S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could shift delinquent property tax payments for individuals or businesses
to later fiscal years. In aggregate, the amount of the shift could be between $8,000 and $100,000
annually."
HB0242S02.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that secondary water suppliers pass along installation costs to individual and business
customers, enactment of this legislation could result in increased costs of $1,750 per customer, with
an estimated total cost of $386.8 million. These expenses can be reduced by up to 70 percent, subject
to suppliers applying for and receiving grant funding from the Water Resources Board. This substitute
could exempt an estimated 6,900 connections in counties of the fifth and sixth classes from installing a
secondary water meter."
HB0392S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could save about 5,196 individuals $219/each in fees for a total of $1,136,000 in
FY 2023."
SB0218.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase expenditures from the original assets to the Utah Capital
Investment Corporation by $4,250,000 one-time in FY 2022 to pay all costs incurred or services
provided related to the Utah Capital Investment Corporation transition."
SB0102S02.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay $100 for each violation for an aggregated $73,300 in fines and
surcharge fees beginning in FY 2023.
S.B. 102 2nd Sub. (Salmon)
2022/02/08 12:03, Lead Analyst: Alexander R. Wilson Attorney: PG"
SB0087.fn.pdf,"UCA 36-12-13(2)(c)
About 772 individuals annually could avoid paying about $274 each in court filing fees for a total of
$211,600.
S.B. 87
2022/01/18 08:49, Lead Analyst: Gary R. Syphus Attorney: JC1"
HB0070S01.fn.pdf,"UCA 36-12-13(2)(c)
This bill would impact local governments that employ public safety and firefighter personnel by
requiring them to provide benefit contract protection for a qualifying injury. For Tier 2 employees, the
employer would be required to pay the total contribution rate for any Tier 2 member approved for
ongoing monthly disability benefits."
HB0443S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in a property tax shift for businesses and individuals in Salt
Lake City. The average impact would be approximately -$0.77 for a $350,000 primary residence and
-$4.00 for a $1,000,000 business. Additionally, for every business recruitment incentive approved for
$1.0 billion in capital expenditure, recipients could receive approximately $2.6 million in property tax
revenue."
SB0187.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce state sales taxes paid by businesses and individuals; the
estimated aggregate impact is a reduction of $103.6 million in FY2024, $259.9 million in FY2025, and
$271.6 million in FY2026. Enactment of this legislation could also increase carbon emissions taxes
paid by businesses and individuals; the estimated aggregate impact is an increase of $137.8 million in
FY2024, $609.8 million in FY2025, and $652.8 million in FY2026."
SB0190S02.fn.pdf,"UCA 36-12-13(2)(c)
Each medical cannabis pharmacy experiencing a change in ownership will pay $300 to transfer
ownership. Each medical cannabis courier experiencing a change in ownership will pay $300 to
transfer ownership. Around 30 medical cannabis pharmacy agents will each pay around $30 annually
to private providers for one extra hour of continuing education."
HB0032.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $34,000 in fines and surcharge fees beginning
in FY 2023.
H.B. 32
2022/01/15 09:32, Lead Analyst: Russell T. Frandsen Attorney: DC"
HB0285.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about $340/
case, however the total amount is unknown."
SB0226S03.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown."
HB0385.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost approximately 300 individuals $33.25 each for background
checks in FY 2023 for a cumulative total of $10,000. Further, this legislation could cost businesses
who register an additional estimated 742 cannabinoid products $325 per product, or $241,200 in total.
Lastly, this legislation could increase testing fees for businesses for an estimated 72 products by a
total of $31,800."
SB0253.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $500,000
beginning in FY 2023 for increased contribution rates. Costs could be significantly higher due to the
earnings differential."
SB0195.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may result in around 100 individuals or their employer paying a total of
$15,000 through FY 2023 and $2,500 ongoing beginning in FY 2024 to become qualified medical
providers. Further, this legislation may result in individuals paying a collective total of $34,300 in FY
2022 and FY 2023 combined for 2,290 medical cannabis card initial applications or renewals, and
$71,400 ongoing beginning in FY 2024 to obtain 4,760 medical cannabis cards or renewals. Finally, a
medical cannabis courier may pay up to $5,000 for each new violation.
S.B. 195
2022/02/14 11:31, Lead Analyst: Russell T. Frandsen Attorney: MC"
HB0289.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase health insurance premiums for eligible and participating
enrollees by approximately $262,700 annually in aggregate, or by approximately $1,000 per enrollee
for 258 enrollees.
H.B. 289
2022/03/03 13:19, Lead Analyst: Maddy Oritt Attorney: AVA"
HB0331S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may increase the number of individuals seeking background checks
through the Department of Public Safety. These individuals will need to pay any fees associated with
the background check, totaling $33.25 per person. For each 100 individuals, this would result in a
approximately $3,300 in fee revenue collected, with $2,000 supporting Department costs and $1,300
to the Federal Bureau of Investigation."
HB0143.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders
approximately $820 in additional fines per case; the aggregate amount is unknown.
H.B. 143
2022/01/19 10:16, Lead Analyst: Maddy Oritt Attorney: PG"
SB0053S05.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $688,100 in fines and surcharge fees
beginning in FY 2023.
S.B. 53 5th Sub. (Gray)
2022/02/14 11:31, Lead Analyst: Alexander R. Wilson Attorney: KPG"
HB0064S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would require public water systems to pay a fee on retail water, which
cannot exceed $1.20 per equivalent residential connection served by the system (or a minimum of $25
per system). This cost would likely be passed on to individuals, or retail water consumers."
SB0121.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 21 applicants paying $100 in license fees
for a total cost of $2,100 in FY 2023 and an additional four new applicants each year, along with 25
renewal applicants paying a $78 renewal fee every other year beginning FY 2024, with a total cost of
$1,400 ongoing."
HB0032S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $34,000 in fines and surcharge fees beginning
in FY 2023.
H.B. 32 1st Sub. (Buff)
2022/01/28 08:30, Lead Analyst: Russell T. Frandsen Attorney: DC"
SB0234S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in individuals or businesses who incur expenditures for
historic commercial rehabilitation realizing tax savings equal to 20% of the qualifying expenditures.
The amount that will be spent on historic commercial rehabilitation is unknown. If historic commercial
expenditures total $40 million in tax year 2022, taxpayers may realize tax savings of an estimated $6.4
million in aggregate.
S.B. 234 1st Sub. (Green)
2022/03/04 19:46, Lead Analyst: Maddy Oritt Attorney: CRG"
HB0081S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could save an aggregated $2,500 in fines and surcharge fees beginning
in FY 2023.
H.B. 81 1st Sub. (Buff)
2022/01/24 09:02, Lead Analyst: Alexander R. Wilson Attorney: JR"
SB0142.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments."
HB0098.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $3,600 in fines and surcharge fees beginning
in FY 2023."
HB0198.fn.pdf,"UCA 36-12-13(2)(c)
Qualifying individuals who contribute to a 529 savings program may be eligible for a state match,
up to a maximum of $300 per family. Individuals who qualify for a state match may be eligible for
an additional tax credit amount for the state match portion of the contribution. The additional credit
amount could be up to $15 (.05 x $300) per family. Since the credit is non-refundable, the fiscal impact
of the credit depends on the taxpayer's tax liability."
SB0016S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable expenditures by Utah residents
or businesses.
S.B. 16 1st Sub. (Green)
2022/01/24 07:32, Lead Analyst: Timothy G. Dinehart Attorney: PG"
HB0086.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could cost $35 for each parent who is required to take a mandatory educational
course in the event of a parenting plan modification and pays the maximum cost outlined in this
bill. For each 100 instances this would cost individuals an estimated $3,500 of the potential annual
maximum of 4,750 parenting plan modifications with an estimated cost of $332,500."
HB0186.fn.pdf,"UCA 36-12-13(2)(c)
Individuals could be impacted by lower registration fees for plug-in hybrid vehicles in calendar years
2023 through 2025. Individuals could be impacted by higher registration fees for plug-in hybrid
vehicles in calendar year 2026 and in subsequent years."
HB0374S06.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0460.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $20,335,600
beginning in FY 2023 for retirement benefits.
H.B. 460
2022/02/28 16:46, Lead Analyst: Kimberly D. Madsen Attorney: AVA"
HB0331.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may increase the number of individuals seeking background checks
through the Department of Public Safety. These individuals will need to pay any fees associated with
the background check, totaling $33.25 per person. For each 100 individuals, this would result in a
approximately $3,300 in fee revenue collected, with $2,000 supporting Department costs and $1,300
to the Federal Bureau of Investigation."
HB0356S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0307.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could save an estimated 81,764 taxpayers approximately $194 on
average in tax year 2022."
HB0456.fn.pdf,"UCA 36-12-13(2)(c)
Businesses and individuals paying taxes with virtual currency could pay a convenience virtual currency
payment fee to the Tax Commission. The amount is unknown."
SB0066.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could require individuals owning Class 1 electric assisted bicycles to
register these bicycles as an off-highway vehicle (OHV) and pay both the $6 title fee and the maximum
vehicle registration fee of $35 for OHVs. Owners would also be required to pay an additional $1
collected by the DMV at the time of registration for the Spinal Cord and Brain Injury Rehabilitation
Fund."
HB0155S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would provide free admission to state parks for all disabled Utah
veterans, which would result in cost savings of $50 for those who are senior citizens and $100 for all
others, with estimated cumulative savings to all qualifying veterans of $590,700 per year, starting in FY
2023."
SB0165S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown."
SB0215S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about $120/
case, however the total amount is unknown."
HB0444.fn.pdf,"UCA 36-12-13(2)(c)
Certain individual pass-through entity taxpayers and pass-through entities may see changes to their
state and federal tax liability depending on how they file returns and other unpredictable factors."
HB0368.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce fees for personalized license plate holders by approximately
$49 per plate due to the moratorium on personalized license plates. These saved fees would
aggregate to $816,000 in FY 2023 and $857,000 in FY 2024."
SB0059S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an average individual income tax liability decrease of 2.4%
and an average corporate income tax liability decrease of 2.2%."
HB0268.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce the tax liability for individuals involved in the purchase of
certain precious metals by approximately $1.5 million in aggregate. The average amount will vary by
taxpayer."
SB0174.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that existing pollution control equipment is replaced, enactment of this legislation could
result in a shift of approximately $227,000 in property tax liability over the course of the depreciation
schedule away from refineries in those counties and to other individual and corporate property tax
payers. There could be other shifts to the extent that additional pollution control equipment is acquired
in the future; the aggregate impact is unknown."
SB0053S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $802,500 in fines and surcharge fees
beginning in FY 2023.
S.B. 53 1st Sub. (Green)
2022/01/17 09:46, Lead Analyst: Alexander R. Wilson Attorney: KPG"
SB0226.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown. To the extent that third-party contractors violate
provisions of this bill, this could cost contractors up to $25,000 in civil penalties plus amounts
expended by education entities per case, however the total amount is unknown."
HB0293.fn.pdf,"UCA 36-12-13(2)(c)
Up to eight ambulance providers may choose to pay $125 to upgrade their license in FY 2022."
HB0155.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would provide free admission to state parks for all disabled Utah
veterans, which would result in cost savings of $50 for those who are senior citizens and $100 for all
others, with estimated cumulative savings to all qualifying veterans of $590,700 per year, starting in FY
2023."
SB0083.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would make cosmetics manufacturers in the state that elect for
inspections subject to inspection costs and certification fees of $30 per certificate."
SB0234.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in individuals or businesses who incur expenditures for
historic commercial rehabilitation realizing tax savings equal to 20% of the qualifying expenditures.
The amount that will be spent on historic commercial rehabilitation is unknown. If historic commercial
expenditures total $40 million in tax year 2022, taxpayers may realize tax savings of an estimated $6.4
million in aggregate.
S.B. 234
2022/02/25 16:45, Lead Analyst: Maddy Oritt Attorney: CRG"
SB0062S02.fn.pdf,"UCA 36-12-13(2)(c)
Qualifying taxpayers who do not have sufficient tax liability to utilize the full amount of the tax credit
in the tax year the donation is made may realize tax savings sooner by being allowed to carry back
the amount of the tax credit that exceeds the claimant's tax liability to the previous taxable year.
Additionally, if a taxpayer is unable to utilize the full amount of the tax credit during the existing three-
year carry-forward period, the inclusion of a one-year carry-back may result in additional tax savings
for the taxpayer.
S.B. 62 2nd Sub. (Salmon)
2022/02/23 12:19, Lead Analyst: Maddy Oritt Attorney: AVA"
SB0183.fn.pdf,"UCA 36-12-13(2)(c)
Applicable businesses extending commercial financing would be required to pay an original
registration fee to the Department of $300 for a total cost of $60,000. Annually thereafter businesses
could pay a fee of $200 to renew their registration for a total cost of $40,000.
S.B. 183
2022/02/10 09:20, Lead Analyst: Sean C. Faherty Attorney: CRG"
HB0288S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost certain property owners $109,000 more in aggregate property
tax annually in tax years 2023 to 2028."
HB0381.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost visitors to Monte Cristo State Park a total of approximately
$464,000 annually beginning in FY 2024."
